Ordem do ponto,Modelo,Servico,RMSE,MAE,MAPE,MAD,num_obs
12,Deep Neural Network,F:/Dados/SMTR/linhas/104.csv,5.6968227772852424,4.503487119163446,0.32506872753110116,3.6008564840578434,118547
13,Deep Neural Network,F:/Dados/SMTR/linhas/104.csv,5.882565185859727,4.60970193319428,0.3099753130607642,3.5930615044503984,118547
14,Deep Neural Network,F:/Dados/SMTR/linhas/104.csv,5.817637379274498,4.586633923324357,0.2858901162130205,3.660094840457326,118547
15,Deep Neural Network,F:/Dados/SMTR/linhas/104.csv,5.805916814050094,4.55416913893997,0.26665772732603715,3.557829078903703,118547
16,Deep Neural Network,F:/Dados/SMTR/linhas/104.csv,5.736232714552227,4.531515310788947,0.24303921614707116,3.728455542364026,118547
17,Deep Neural Network,F:/Dados/SMTR/linhas/104.csv,5.813331117479065,4.571007720287091,0.22986840100130307,3.7377734481070304,118547
18,Deep Neural Network,F:/Dados/SMTR/linhas/104.csv,5.740531345846116,4.529460020944787,0.21270760906538355,3.734223179064884,118547
19,Deep Neural Network,F:/Dados/SMTR/linhas/104.csv,5.972562990561087,4.70284402758243,0.20519564934149975,3.8675672553970557,118547
20,Deep Neural Network,F:/Dados/SMTR/linhas/104.csv,6.1016862183538105,4.798937318447185,0.19455802357465984,4.001211153823537,118547
Total,Deep Neural Network,F:/Dados/SMTR/linhas/105.csv,5.782346129588562,4.671606034005042,1.090239300621627,3.2782333413447766,5493
1,Deep Neural Network,F:/Dados/SMTR/linhas/105.csv,5.552513136994887,4.749732386713045,5.749792220636645,2.061102498371633,5493
2,Deep Neural Network,F:/Dados/SMTR/linhas/105.csv,5.433206431795081,4.513825531458569,2.726345086277406,2.3320080141179487,5493
3,Deep Neural Network,F:/Dados/SMTR/linhas/105.csv,5.0713239621643655,4.203388366430993,1.541776442577238,2.5014608765921933,5493
4,Deep Neural Network,F:/Dados/SMTR/linhas/105.csv,5.047030484573949,4.217538512564773,1.0938077754469848,2.252291894087161,5493
5,Deep Neural Network,F:/Dados/SMTR/linhas/105.csv,5.269063134882043,4.261319990810158,0.9330319348000159,2.5323828462179168,5493
6,Deep Neural Network,F:/Dados/SMTR/linhas/105.csv,4.893718636956864,4.013575369304872,0.6669474748069878,3.1420813562269663,5493
7,Deep Neural Network,F:/Dados/SMTR/linhas/105.csv,5.239484149666424,4.329795116775864,0.6803706641814266,2.663182044119586,5493
8,Deep Neural Network,F:/Dados/SMTR/linhas/105.csv,5.683260215646466,4.57373856879415,0.6267389527403049,3.1603739481901334,5493
9,Deep Neural Network,F:/Dados/SMTR/linhas/105.csv,5.795614304610611,4.782408808808378,0.5443191503785607,4.143615543637864,5493
10,Deep Neural Network,F:/Dados/SMTR/linhas/105.csv,5.844777720953361,4.856790059481264,0.5067346435801472,4.280621158042212,5493
