trip_id,start_time,end_time,headway_secs,exact_times
a2c4b050-44b6-47ab-ba1c-33bb94251649,05:00:00,07:30:00,1500,0
d15e082c-c0b3-4aaa-98a7-9264e7a8752a,07:08:00,09:05:00,780,0
f1cc8734-c5e4-41b9-8921-c1632dd4e637,06:30:00,07:30:00,3600,0
2099684a-8aa8-4a1b-a613-3a20b67eac69,11:55:00,15:55:00,2400,0
336b22a5-b0ff-4821-8f43-7e8be90e0d11,11:40:00,16:20:00,2400,0
20c46f00-aa23-469d-bc2f-c117d062b3b6,23:13:00,27:13:00,2400,0
6aefd162-02f6-4d0b-b985-8b632e30a5f3,20:25:00,21:35:00,2100,0
8a300037-c9c3-4851-80c9-f1a911271645,04:30:00,05:30:00,3600,0
2dbc879a-c70c-43ad-9f75-7e850550b5b1,04:00:00,21:20:00,4800,0
5979a32e-6a0d-4c7c-a0a5-f5c99160d2d8,04:52:00,10:14:00,2760,0
2f4ad25a-49a2-40f7-b84c-7a872b8096a5,18:55:00,21:55:00,2700,0
68868d8b-8d9c-4131-aa14-d3ec51e2da63,10:11:00,10:50:45,795,0
54642f01-808b-4568-a40f-b31b684dfd04,10:00:00,11:15:00,1500,0
1ae36051-9504-4f94-9e9b-c31e50983613,14:40:00,15:46:00,660,0
fd9db32c-44b2-45d1-a219-6ef6f817cb0a,20:40:30,21:03:00,270,0
6040810f-c654-4dbd-9c3b-bf23c12d1d49,07:19:00,09:49:00,600,0
61cd970d-133a-4897-92c8-a22cc24ad03e,21:40:00,23:00:00,4800,0
4e370e13-ab45-4fef-ae1f-19200ba24720,05:10:00,06:31:00,4860,0
06973a9f-816a-4fc9-9228-e42a25f1adfd,05:00:00,06:00:00,1800,0
5074cf15-b591-434b-a77e-d89500c2985c,07:55:00,11:15:00,1200,0
146c1733-49db-4394-a8e0-7f106be1602e,18:56:00,21:46:00,2040,0
34c69492-503f-4cfa-866e-1d20deb37b9a,11:15:00,12:45:00,900,0
0a241f78-e001-45c7-8d51-b4b5178414eb,11:55:00,12:55:00,1200,0
20e4e377-fc96-443c-bfcb-044aa7add2e8,15:00:00,18:20:00,1200,0
f1b176a4-403d-44ad-a616-86789f551bfe,03:28:00,03:55:00,540,0
6aab8cc5-4f22-4b79-b8fd-9d12eaa6a8d4,22:25:00,23:37:00,1440,0
52d99310-ee66-4714-9808-70b44cafa359,08:50:00,09:29:00,780,0
e0c11b90-cbd3-4847-a35c-832735bab0df,04:00:00,05:23:00,4980,0
186d3c9d-5d34-4f7b-83b8-f8ee23b74391,04:00:00,05:00:00,1800,0
e2a93b10-92cc-49b7-bd95-aa1b5cb7252c,14:45:00,18:25:00,1200,0
d6dd1c1e-0a74-42d1-9de7-38332f7f712a,14:38:30,20:38:30,540,0
649e5c5d-07d3-4e3a-85cb-7303024ef3b0,18:51:00,19:30:00,780,0
ee51790f-e430-4b5a-b1ff-461f91093aa5,16:19:00,18:29:00,600,0
41a60280-3767-4b31-a10e-88c3fa3e193b,10:45:00,19:30:00,1500,0
24f18c17-c101-4463-bfa5-2f575818ae47,19:30:00,22:30:00,1800,0
bf8493ee-57a0-4c5b-ab52-ec5df42dae32,04:00:00,05:00:00,3600,0
f5ddd95e-2737-4467-868c-ec214a2ffcc3,12:03:45,12:43:45,240,0
b7b7b9d0-1392-43c3-bb45-d22d97929603,16:35:00,17:38:00,1260,0
0caac05d-0abe-481e-b397-24dfbdef2a41,13:42:00,14:26:00,660,0
6087acd9-db28-4b13-b6c3-b8f93f5e2d42,10:05:00,12:35:00,1500,0
f76cd5c6-47ff-4484-9401-3cf3f7e1819d,10:20:00,12:25:00,1500,0
aec554f5-1aee-4f2c-affa-b3b24f4f9a93,14:20:00,19:40:00,2400,0
9e5f259a-0582-4abf-8686-f147b733fea4,05:47:00,06:47:00,600,0
630ba69e-15a3-47cc-8fca-ad83871e1ead,05:10:00,06:10:00,3600,0
8bd4199b-a991-459d-ad37-094a8741ac5b,06:10:00,14:20:00,4200,0
c25bc4f7-d405-4931-9127-9fc93ab3c71a,07:30:00,09:00:00,1800,0
a852ca75-000c-4911-a295-08c9fbb73474,17:20:00,27:50:00,4200,0
2d3d6169-1eca-40d9-9e1d-f82f2d5cb141,23:00:00,29:00:00,3600,0
e9719252-713b-4fa7-8718-814c39266058,09:00:00,11:55:00,2100,0
861136bb-743e-40ac-9a6f-56288a7890e7,27:50:00,28:50:00,3600,0
efc679ec-271d-4cf6-8cff-b8364aec3d90,13:03:00,13:41:30,210,0
bd421e90-a03b-41ee-8213-06372175eb53,09:02:30,11:22:30,1680,0
5f0e3e95-922f-42b6-a204-3f4c9898a179,14:20:00,17:20:00,3600,0
1ac9b62e-7b03-4dc8-9258-ffb01a09fb6a,22:40:00,23:35:00,3300,0
214f0b6b-4515-4624-8ebe-801e4fa6f5a4,17:25:00,19:10:00,2100,0
31d05a67-a82c-459e-8e91-4b9a696b8971,24:25:00,25:15:00,3000,0
1dffc7ac-f840-4ef2-b5fc-a556d2ee1726,06:05:00,21:05:00,3000,0
d28fc2e4-f533-48ac-9da5-72d29b5f526e,24:25:00,25:15:00,3000,0
225b4472-5565-47f3-a770-92f3992aed8d,19:10:00,20:30:00,2400,0
ed750c8d-48ec-4db6-8ce7-2f47a6fcacc5,05:00:00,05:49:00,2940,0
6612d7c8-8526-4cf3-9bf4-238ddd352ef0,07:15:00,08:45:00,1800,0
96911284-3368-4b85-8ec6-028cecc94ddd,06:00:00,07:15:00,1500,0
e92ad90d-bf89-4bd1-b1f4-26fc9ff38bd9,24:25:00,25:15:00,3000,0
ca8c04ff-6f31-48ee-ad3e-fc0d3999bbef,11:22:30,12:54:30,1380,0
3f62d72a-9d43-4d10-afff-4a80300e080b,19:05:00,20:25:00,2400,0
41bff302-d923-40cd-8e82-14da24bf2d80,14:05:00,23:05:00,2700,0
27e5f74d-745d-48f9-8599-f59d3cfcf674,12:20:00,14:40:00,2100,0
6315d2c2-f2e1-4303-80dc-cfebd58b83d5,06:40:00,07:40:00,3600,0
362a8a4e-d503-474d-9619-c3cb08285750,13:30:00,15:00:00,2700,0
809ca596-54b7-4bca-9c83-38f8427560f2,17:41:00,18:23:00,840,0
f2f2c33e-7534-47e6-9d8e-697cc5fd0213,19:42:30,20:00:30,180,0
542fc302-2657-4964-b3c1-b86f23dadeb2,05:10:00,22:40:00,1800,0
3792fd2a-806a-411a-b51a-0cca26d3b2f9,07:00:00,07:30:00,900,0
b6e15944-d1ea-42be-b9f1-af840e33ada6,18:23:00,19:27:00,960,0
2bdddcea-4b57-464f-b011-04b51a7ad385,14:47:00,15:07:00,600,0
5b20acb3-ea5b-48f7-aea1-2fe5f16b419a,05:49:00,06:57:00,1020,0
d097a25d-c01b-4047-977a-69f8a24729a2,21:30:00,22:40:00,4200,0
433fd071-749c-4572-ae88-0527305fc4e5,05:00:00,05:26:00,1560,0
2a9e6785-08c5-4d9e-87f0-5a28c9ea0191,12:55:00,15:00:00,1500,0
3cad6479-09e0-4748-bdfe-bfee9d5439ef,05:26:00,07:50:00,2160,0
7ce4675e-e81a-4091-86fd-efa1aff56165,18:20:00,19:10:00,1500,0
8ec44679-0ae8-44ba-a442-565a5e948e85,18:42:00,19:34:00,1560,0
69c62850-1dc8-47e3-9e0a-45919c59295f,05:00:00,07:55:00,1500,0
e71e4d7a-f41b-4028-98c3-f3f8219f3fb2,14:23:00,15:51:00,660,0
80f939d4-154b-41a5-9d85-f808d1499be7,12:23:15,12:44:15,420,0
80bbac97-466a-4184-b898-057ce8a479ed,05:55:00,21:55:00,1800,0
c0ac5d66-33f7-4e0f-b090-53021c9f740f,12:59:00,14:51:00,3360,0
1afabc16-2d74-470c-89e5-e78f3129abc9,20:41:00,23:29:00,2520,0
6f823fbe-5cd7-4f1f-8962-29fb4158e2a7,14:48:00,18:15:00,1380,0
e7585085-479d-4498-a9c4-0bdca2530c49,06:10:00,07:55:00,900,0
61fc9d2a-2d08-4bad-8c13-44e2b7918215,12:00:00,19:35:00,2100,0
87b2c784-d97c-4c18-badf-fa4b82779f98,12:45:00,15:25:00,1200,0
cad09928-364c-4d11-83d9-142fc1dc6643,21:40:00,22:25:00,2700,0
e333ed12-fbfb-4ddb-a4a6-5f0aaabacbce,05:00:00,06:00:00,3600,0
a34f8ce6-40d4-4e69-a16e-63fb82dfd997,08:45:00,11:40:00,2100,0
e9ee1d1d-5c21-410e-84d2-dc16bf1b4063,20:00:30,20:40:30,240,0
322dc8ae-c7af-4001-8286-d0111d67f974,17:20:00,19:05:00,2100,0
2db71852-dd41-4cb1-a32b-1ff2137ccb5e,08:10:00,13:10:00,1800,0
bd11d1fc-8e7e-450b-b829-592ed982b6e2,15:25:00,18:55:00,1800,0
72d52dc6-5720-4539-bb60-9a4e8543a94a,08:04:00,25:11:00,4740,0
54f953af-e1a4-405f-984a-bca02b2f13f7,19:00:00,22:00:00,2700,0
2abcb36a-6d32-4454-8523-840bc114ac22,08:30:00,13:30:00,1800,0
5a843178-bc43-42ee-ba8a-d6ce7a1281ce,08:04:00,25:11:00,4740,0
4e96e6eb-0bba-454e-9e60-e7579b9b41c2,25:15:00,28:15:00,3600,0
2ddb6c33-8669-47a3-904c-907099bfa5c7,25:15:00,28:15:00,3600,0
a8881f1f-86ef-49fd-b1f4-652908a333e0,11:07:00,12:37:00,2700,0
c32afebb-905a-4055-bac3-98c43471bdd1,17:36:00,19:06:00,1800,0
31fe66f8-d83d-4c02-8fed-9967ee850539,08:44:00,09:06:00,660,0
9eb7b921-80af-4e60-aca2-46d882382ed4,14:43:00,15:39:00,840,0
95c35e48-c9f2-47c0-aa60-5bbe781d8d16,10:45:00,16:21:00,480,0
709399cf-0644-4367-8aa9-91cda5965570,21:15:00,22:09:00,1620,0
1da6877d-b6dc-4a9a-94ba-7be33479b310,16:02:00,17:46:00,780,0
bee213a6-a58c-4f9c-ac8c-64a63e490afa,12:25:00,14:25:00,2400,0
e31ec4dd-dcde-46cc-844c-d10d0b051001,07:25:00,10:20:00,2100,0
22f19307-d61e-45c7-bd3d-6416110c7055,19:48:00,20:30:00,840,0
f54bb5d6-8ed5-40d9-861f-74ad330cd7b6,04:30:00,06:04:00,2820,0
27d008c2-4f6c-4cea-a408-4f0fad36df49,05:17:00,07:14:00,540,0
7a04d49a-08f5-4bf5-b503-086b1cda6380,25:15:00,28:15:00,3600,0
72391b72-7f28-467f-8811-ec3b31a7b2a6,07:21:00,09:02:30,870,0
d91b8aa6-a5c5-4787-8ac4-93859d5849f8,19:35:00,21:35:00,1800,0
cb4dffbc-0e35-4643-9968-e40f67374ce5,19:25:00,21:25:00,1200,0
799e7370-6443-45e0-be69-1a0ab5edf1e5,05:17:00,05:38:00,180,0
89fae8b3-52e7-4748-918e-40d797377d35,21:25:00,22:25:00,1800,0
58f756ef-b1d9-4c31-b453-af6da8151d60,13:47:30,14:34:00,465,0
771c3b3b-0004-4d55-abf4-2c76e16231f3,19:50:00,20:42:00,780,0
47d2b095-f384-4e5c-a2fa-eb4a93dd4391,16:24:00,18:42:00,1380,0
bbb69273-ca69-417c-b37d-657295e27246,05:42:00,22:12:00,3300,0
c647b6c3-f547-435a-9b92-57356bcc631a,04:15:00,05:17:00,1860,0
1f12779b-34c7-4320-b52a-77d5ac34ab9c,13:50:45,14:50:45,720,0
b53aa9c1-ad51-41dd-abcd-3df458770898,21:46:00,23:14:00,2640,0
fa9563a7-4644-429b-ac92-a999845e1a2d,12:24:00,13:22:00,1740,0
d652d114-544b-43dc-8224-a970c8f29dc9,15:22:00,20:41:00,1740,0
6016b25e-33e2-407a-91ce-256eecee9410,13:20:00,13:42:30,270,0
40a17bea-7515-4af5-a8d7-645db43b2d8a,13:10:00,15:25:00,2700,0
5253c10c-d265-4fef-8745-ba13305efa1d,15:00:00,19:00:00,1800,0
c7a405e3-85d9-49d6-9f06-08ec7e386b50,13:07:30,13:47:30,480,0
a798f683-5ac7-40fd-9026-45f77356ba2c,03:00:00,03:28:00,840,0
55c3e835-ca8b-4c6f-aadc-6be637772947,18:04:00,18:24:00,600,0
f621e8a9-e6f6-4a2e-81b6-8e50f9a96922,09:29:00,12:29:00,720,0
45c51dfc-60b0-489b-97eb-8e2d8cc4ac15,07:40:00,08:43:00,540,0
a9745c0f-e0a2-4446-8c4d-773f3a11d56a,17:54:30,18:26:30,960,0
81d0d8c0-cee9-4f22-88eb-fc055ed2805b,22:29:00,23:29:00,1800,0
977d9457-a4df-4a2d-ac34-416264b7138e,21:35:00,22:35:00,1800,0
c098178b-0fd2-4024-bf92-9805c070b8f9,03:45:00,04:45:00,3600,0
92e878d5-eddf-4f5b-94c7-d666b9a30c62,18:45:00,22:30:00,2700,0
8723d8cd-cb67-4373-99ea-9c21b12f42ac,07:14:00,10:02:00,480,0
d8471155-e1e5-460d-ac4a-285df6bb0379,12:45:00,14:45:00,2400,0
2ba03cca-057d-46dd-b41b-acb8caf29abe,21:30:00,22:40:00,4200,0
3b9abe23-cb30-4ff8-a162-6c14748ed7dc,19:02:00,19:50:00,720,0
64eb36d4-70ff-4f98-a63a-98f6c2c04748,21:30:00,22:40:00,4200,0
a7a60bac-51af-4618-a135-f2cd87467263,14:04:00,16:16:00,660,0
6cd1aa6c-e482-47cc-9766-2b8c8d939e15,12:00:00,18:00:00,3600,0
f398065b-bad7-4655-8825-cdbd5461230a,18:41:00,19:05:00,360,0
2bfc49dd-17d0-4275-b22f-22d6204e2293,15:21:00,16:05:00,660,0
16fbccf9-fbad-47dd-9d4c-24f65a584623,10:02:00,14:41:00,540,0
1db6c351-2cb2-4003-9a1b-4ba97f0ce12f,18:22:15,18:43:30,255,0
cfad2878-a533-48ff-9fdf-722f549a4747,17:42:00,18:52:00,840,0
c3386c03-b758-438d-ba32-fb5fac6ab0ac,16:55:00,21:49:00,2940,0
9a2d91b4-f743-4958-a1b4-e158105d8166,06:28:00,16:55:00,1140,0
3ceaef2a-9a4e-4ae7-bc36-8907ed07450f,20:04:00,22:14:00,1560,0
7c8bf8be-80f8-4ac9-b360-78f2ccd2891e,16:57:00,22:40:00,2940,0
a941a27b-cad9-4385-bbc5-44299cc749ab,11:24:15,11:41:15,255,0
df5d0c7b-e079-40c0-8e1d-b4495f19ce2a,04:55:00,05:43:00,2880,0
f6ae9c15-698f-4a82-9a8e-b16a9a066b0d,07:40:00,12:20:00,2400,0
6ab2fdc1-e67b-4071-9ee3-8333d5e0f2a6,09:48:00,10:12:00,720,0
9472a899-4913-4a54-ac30-8a8b41ae57e8,08:31:00,09:48:00,660,0
c5a3ac1f-7fd8-49a4-b9ec-08b17b5858cd,04:15:00,05:00:00,2700,0
7e469c28-641b-4536-8c72-c2f3903e3653,20:25:00,23:25:00,2700,0
52ddcf95-c00d-40db-85e2-ead20848b9bd,15:25:00,17:48:00,660,0
b4420f73-69c1-4ccf-86ce-deebfd7d4a52,12:31:00,13:46:00,900,0
e9843e29-a860-4f47-9c1a-efdd7891f6f4,19:27:00,20:07:00,1200,0
a4f61102-7dd0-4240-9e55-7b4dcb9b7448,13:50:00,15:20:00,1800,0
e3d68f3e-5f3f-42fb-9556-fb5bda02fda0,05:10:00,06:00:00,3000,0
0321e00b-8ee8-4b73-a4ee-32f94173264e,06:42:00,08:34:00,960,0
44cf95ab-45aa-4299-9a0c-d3fa675c9640,06:00:00,08:30:00,1500,0
682d8e82-073b-4cca-af03-b74a123739bd,04:45:00,17:45:00,3600,0
86fabe2f-a9db-4bbd-b5b5-bd7d3146a802,08:34:00,09:08:00,1020,0
663922b7-b8c7-4050-837a-beebcd940467,10:41:00,12:16:00,300,0
8674131e-d376-4c3d-9843-d96e990ebfb3,21:44:30,28:56:30,1440,0
31d6c7c2-b668-4bdc-af09-531615c26782,17:45:00,29:25:00,4200,0
392aa257-aefb-4bc7-a15e-9ef1c46922f1,04:40:00,05:30:00,3000,0
433affd7-6e21-4118-b824-d8d4e04563df,05:30:00,20:30:00,3600,0
ba656e0e-3a15-4a81-863d-be2328d29f7b,20:30:00,23:50:00,3000,0
2de376c4-1fcd-44cf-b507-fa5406b3c04b,04:15:00,13:25:00,3000,0
3f6f43d7-b0d5-4708-a78d-6aada9e8fcbd,18:26:30,19:23:30,1140,0
57e55ca2-37dd-4025-8038-af3352442029,13:25:00,20:25:00,3600,0
5c754bf9-1f67-485f-839b-68554d1b3570,20:25:00,22:45:00,4200,0
5c9f0543-5028-4405-9d74-4ed957a69ff4,05:07:00,07:08:00,660,0
ad23cdd6-e8fc-4749-902d-735efa214fa1,15:39:15,16:16:45,375,0
f14165c8-38e9-4bbc-bbba-6da8657ac899,04:45:00,05:55:00,2100,0
a0cedce9-cf95-4f7e-92eb-14c2bef85aaf,18:23:00,19:02:00,780,0
c7604ff3-0152-47d6-bfa2-a889be8a49c5,10:21:00,13:21:00,1800,0
9152bba1-d379-41e4-96d8-2f46c91b9690,11:10:00,12:55:00,900,0
30527ff5-a299-4ee3-9044-9a9a241fad47,11:04:00,14:14:00,1140,0
b6de75f4-8f3e-406c-8d26-eee93e3f3b93,04:35:00,06:27:00,960,0
a0508e67-6ac5-4885-8053-90c0fcce824b,14:45:00,18:50:00,2100,0
3776816e-c699-4c45-8cc2-c9e9222a1fa1,15:46:30,19:22:30,480,0
f5378c93-34c9-42ef-be11-9390803d1d13,10:08:00,10:48:00,1200,0
f0fee486-9432-4ab9-a1d0-d2215884c7ed,08:41:00,10:46:00,1500,0
b40cb831-5852-4661-b9f5-c9761c147a5f,20:46:00,23:42:00,2640,0
58233583-b02a-4ac0-bd1e-e75639c2ed37,22:40:00,24:40:00,7200,0
5789f2be-854f-402f-8a52-6939ab08eb51,23:15:00,24:20:00,3900,0
9b4d0b28-08af-4f97-9b04-f11ffb3e8e54,21:13:00,22:25:00,4320,0
1a93c0af-06e5-4fa9-84a9-cb93727c8588,23:15:00,24:20:00,3900,0
819a0ab9-ffe9-4705-a000-c0c315c03312,10:15:00,12:45:00,600,0
aba6dd52-deb4-41f5-a9c3-c191d4ccafb9,23:15:00,24:20:00,3900,0
0183bfb0-c71a-4c36-89fb-6c84e2f23c17,19:47:00,20:32:00,900,0
b4c8fcc4-e974-47d0-8d5f-ee2bacc8386c,20:54:00,22:00:00,1320,0
8708695d-4745-47b4-a5e5-81a45df38bc7,18:29:00,19:02:00,660,0
a02b0f83-8ec4-452f-9254-612b9340112f,11:05:00,18:05:00,840,0
e3f647e4-2d1d-4967-a4f6-5d150d8cd1b6,10:45:30,11:00:30,300,0
cbd8e770-f800-4ada-b33b-0b95a99f1ef6,17:42:15,18:22:15,240,0
026facf4-36da-4bcb-a462-35d1296773d2,09:10:00,10:04:00,1080,0
1fb6a4a1-4370-4373-9403-ce669ca52197,14:26:00,16:02:00,720,0
b49be75d-5981-437d-8f3a-71c0bb063c13,14:11:00,16:35:00,1080,0
af934e20-d088-4683-b946-b6db64e4628d,17:38:00,18:28:00,1500,0
8f15eee0-de9f-4879-9d92-6b89b2c1b15a,20:00:00,22:30:00,3000,0
d45fe69d-47b3-4d1b-abeb-dbe155738e92,09:45:15,10:02:45,525,0
ae76d4e5-f5fe-4860-80db-3ccfa03b4026,22:10:00,24:16:00,1260,0
84bce645-9c6c-4a24-bf5a-931466dd08b7,24:20:00,26:20:00,7200,0
bc2c4e70-2044-4283-885a-5c689328aca1,24:20:00,26:20:00,7200,0
e0c3ab5a-b39d-4c23-ab70-9042b5037f15,04:52:00,06:36:00,480,0
06dc7af8-31e8-46d9-acf1-45947dd2fec8,22:17:00,23:57:00,1200,0
54322007-1b88-4da4-93ff-42a51802b2c3,05:19:00,06:31:00,720,0
dcac2dad-8f5f-43b3-b62d-385287200ea4,26:20:00,28:10:00,3300,0
5900a3a2-94b5-4abf-ab15-7d3566e51245,11:11:00,12:47:00,720,0
ad9d0b3c-973d-4cb7-b960-784a7dd3a2a9,14:09:30,17:54:30,900,0
9766df97-9d30-4e7f-b51c-3caf3c262711,15:35:00,19:35:00,900,0
2513595b-231b-4ed3-80d3-3abafc8001a4,14:40:00,18:45:00,2100,0
6c7317cf-3140-4d2d-9102-8b01383ea048,08:40:15,09:20:15,300,0
39ed187b-ce50-4e29-afce-2e0f6b190a47,11:12:00,15:42:00,540,0
70eed62b-ace9-48e4-a2cf-f1562cf7440a,05:00:00,05:38:00,2280,0
952c91f5-7bd6-439c-a580-9e0cd75543eb,20:34:00,21:22:00,480,0
d16636de-76cc-4ac0-a571-f7160992d9c8,10:20:00,12:52:00,1140,0
6fdca43b-9b9e-4140-a6aa-a569eaf8dfde,10:45:45,11:23:15,450,0
1c08d49d-99a9-49cd-bb3c-306f8459cf80,22:40:00,24:40:00,7200,0
d0b9d72a-70a2-4ef7-af53-be5f64efdeb0,22:40:00,24:40:00,7200,0
5b4c3fc1-c046-4133-a46a-ea4b81c3df4a,24:40:00,26:40:00,3600,0
c49df8c7-b5be-4143-b605-25b879017b41,11:49:00,12:49:00,720,0
a98e3629-15a6-4a5d-b49a-788ba43f2d4d,11:34:00,12:46:00,720,0
267694e0-124b-4545-a409-d292f7e7ecc9,04:30:00,07:39:00,3780,0
61fe846a-c8ea-4a22-a475-5d009e83d368,04:30:00,07:39:00,3780,0
4d38f944-dea4-465b-b900-9e39061768f6,12:25:00,14:59:00,840,0
557f1c2d-1749-4195-9eb4-df94ee2a37b4,11:30:00,12:25:00,660,0
431f137d-4282-433a-afd5-50bc4d679510,14:59:00,15:51:00,780,0
be6d05ff-fdb9-4fea-933d-42ed03c083de,19:02:00,21:34:00,2280,0
2089671f-6c9d-468f-b5e9-4c82d41c194b,07:09:00,10:45:00,720,0
2889185a-6abf-4999-9573-f621d472de0d,21:34:00,23:08:00,2820,0
3f578729-090b-4299-a781-e49db1c4f316,25:25:00,27:55:00,1500,0
2cfc094e-3195-4527-9e8e-fe2603c05ea9,11:20:00,13:08:00,540,0
e85b3cb9-2208-4f07-8377-06541d1543ea,22:30:00,23:20:00,3000,0
cbb24a78-68c7-491d-899a-e5f97c699873,16:12:00,16:42:00,600,0
2c93a8ee-2907-4245-b993-1a5bc6073368,17:30:00,19:30:00,2400,0
c9003354-b423-4266-b16b-0300194062a3,05:10:00,07:20:00,600,0
2d3aa26f-bce6-4e6e-ae16-67e10e1e0263,13:42:00,23:09:00,3780,0
9a9c9fa0-bb4f-45ef-9f2c-6411b0f5af59,18:50:00,19:30:00,1200,0
3bddcd77-ef8c-4a97-ad82-329d6f8544e3,06:00:00,06:56:00,3360,0
46c7c6fb-4881-4b96-a76e-25abb3f18283,13:56:00,16:32:00,1560,0
4058133c-eca4-4496-ba9c-a0b90745c85d,16:58:00,17:36:00,1140,0
