service_id,date,exception_type
U_OBRA_007,20250117,1
U_DESAT_OBRA_007,20250117,2
S_OBRA_007,20250118,1
S_DESAT_OBRA_007,20250118,2
D_OBRA_007,20250119,1
D_DESAT_OBRA_007,20250119,2
U_OBRA_007,20250120,1
U_DESAT_OBRA_007,20250120,2
U_OBRA_007,20250121,1
U_DESAT_OBRA_007,20250121,2
U_OBRA_007,20250122,1
U_DESAT_OBRA_007,20250122,2
U_OBRA_007,20250123,1
U_DESAT_OBRA_007,20250123,2
U_OBRA_007,20250124,1
U_DESAT_OBRA_007,20250124,2
S_OBRA_007,20250125,1
S_DESAT_OBRA_007,20250125,2
D_OBRA_007,20250126,1
D_DESAT_OBRA_007,20250126,2
U_OBRA_007,20250127,1
U_DESAT_OBRA_007,20250127,2
U_OBRA_007,20250128,1
U_DESAT_OBRA_007,20250128,2
U_OBRA_007,20250129,1
U_DESAT_OBRA_007,20250129,2
U_OBRA_007,20250130,1
U_DESAT_OBRA_007,20250130,2
U_OBRA_007,20250131,1
U_DESAT_OBRA_007,20250131,2
S_OBRA_007,20250201,1
S_DESAT_OBRA_007,20250201,2
D_OBRA_007,20250202,1
D_DESAT_OBRA_007,20250202,2
U_OBRA_007,20250203,1
U_DESAT_OBRA_007,20250203,2
U_OBRA_007,20250204,1
U_DESAT_OBRA_007,20250204,2
U_OBRA_007,20250205,1
U_DESAT_OBRA_007,20250205,2
U_OBRA_007,20250206,1
U_DESAT_OBRA_007,20250206,2
U_OBRA_007,20250207,1
U_DESAT_OBRA_007,20250207,2
S_OBRA_007,20250208,1
S_DESAT_OBRA_007,20250208,2
D_OBRA_007,20250209,1
D_DESAT_OBRA_007,20250209,2
U_OBRA_007,20250210,1
U_DESAT_OBRA_007,20250210,2
U_OBRA_007,20250211,1
U_DESAT_OBRA_007,20250211,2
U_OBRA_007,20250212,1
U_DESAT_OBRA_007,20250212,2
U_OBRA_007,20250213,1
U_DESAT_OBRA_007,20250213,2
U_OBRA_007,20250214,1
U_DESAT_OBRA_007,20250214,2
S_OBRA_007,20250215,1
S_DESAT_OBRA_007,20250215,2
D_OBRA_007,20250216,1
D_DESAT_OBRA_007,20250216,2
U_OBRA_007,20250217,1
U_DESAT_OBRA_007,20250217,2
U_OBRA_007,20250218,1
U_DESAT_OBRA_007,20250218,2
U_OBRA_007,20250219,1
U_DESAT_OBRA_007,20250219,2
U_OBRA_007,20250220,1
U_DESAT_OBRA_007,20250220,2
U_OBRA_007,20250221,1
U_DESAT_OBRA_007,20250221,2
S_OBRA_007,20250222,1
S_DESAT_OBRA_007,20250222,2
D_OBRA_007,20250223,1
D_DESAT_OBRA_007,20250223,2
U_OBRA_007,20250224,1
U_DESAT_OBRA_007,20250224,2
U_OBRA_007,20250225,1
U_DESAT_OBRA_007,20250225,2
U_OBRA_007,20250226,1
U_DESAT_OBRA_007,20250226,2
U_OBRA_007,20250227,1
U_DESAT_OBRA_007,20250227,2
U_OBRA_007,20250228,1
U_DESAT_OBRA_007,20250228,2
S_OBRA_007,20250301,1
S_DESAT_OBRA_007,20250301,2
U_DESAT_OBRA_008,20240101,2
U_DESAT_OBRA_008,20240102,2
U_DESAT_OBRA_008,20240103,2
U_DESAT_OBRA_008,20240104,2
U_DESAT_OBRA_008,20240105,2
S_DESAT_OBRA_008,20240106,2
D_DESAT_OBRA_008,20240107,2
U_DESAT_OBRA_008,20240108,2
U_DESAT_OBRA_008,20240109,2
U_DESAT_OBRA_008,20240110,2
U_DESAT_OBRA_008,20240111,2
U_DESAT_OBRA_008,20240112,2
S_DESAT_OBRA_008,20240113,2
D_DESAT_OBRA_008,20240114,2
U_DESAT_OBRA_008,20240115,2
U_DESAT_OBRA_008,20240116,2
U_DESAT_OBRA_008,20240117,2
U_DESAT_OBRA_008,20240118,2
U_DESAT_OBRA_008,20240119,2
S_DESAT_OBRA_008,20240120,2
D_DESAT_OBRA_008,20240121,2
U_DESAT_OBRA_008,20240122,2
U_DESAT_OBRA_008,20240123,2
U_DESAT_OBRA_008,20240124,2
U_DESAT_OBRA_008,20240125,2
U_DESAT_OBRA_008,20240126,2
S_DESAT_OBRA_008,20240127,2
D_DESAT_OBRA_008,20240128,2
U_DESAT_OBRA_008,20240129,2
U_DESAT_OBRA_008,20240130,2
U_DESAT_OBRA_008,20240131,2
U_DESAT_OBRA_008,20240201,2
U_DESAT_OBRA_008,20240202,2
S_DESAT_OBRA_008,20240203,2
D_DESAT_OBRA_008,20240204,2
U_DESAT_OBRA_008,20240205,2
U_DESAT_OBRA_008,20240206,2
U_DESAT_OBRA_008,20240207,2
U_DESAT_OBRA_008,20240208,2
U_DESAT_OBRA_008,20240209,2
S_DESAT_OBRA_008,20240210,2
D_DESAT_OBRA_008,20240211,2
D_DESAT_OBRA_008,20240212,2
U_DESAT_OBRA_008,20240212,2
D_DESAT_OBRA_008,20240213,2
U_DESAT_OBRA_008,20240213,2
U_DESAT_OBRA_008,20240214,2
U_DESAT_OBRA_008,20240215,2
U_DESAT_OBRA_008,20240216,2
S_DESAT_OBRA_008,20240217,2
D_DESAT_OBRA_008,20240218,2
U_DESAT_OBRA_008,20240219,2
U_DESAT_OBRA_008,20240220,2
U_DESAT_OBRA_008,20240221,2
U_DESAT_OBRA_008,20240222,2
U_DESAT_OBRA_008,20240223,2
S_DESAT_OBRA_008,20240224,2
D_DESAT_OBRA_008,20240225,2
U_DESAT_OBRA_008,20240226,2
U_DESAT_OBRA_008,20240227,2
U_DESAT_OBRA_008,20240228,2
U_DESAT_OBRA_008,20240229,2
U_DESAT_OBRA_008,20240301,2
S_DESAT_OBRA_008,20240302,2
D_DESAT_OBRA_008,20240303,2
U_DESAT_OBRA_008,20240304,2
U_DESAT_OBRA_008,20240305,2
U_DESAT_OBRA_008,20240306,2
U_DESAT_OBRA_008,20240307,2
U_DESAT_OBRA_008,20240308,2
S_DESAT_OBRA_008,20240309,2
D_DESAT_OBRA_008,20240310,2
U_DESAT_OBRA_008,20240311,2
U_DESAT_OBRA_008,20240312,2
U_DESAT_OBRA_008,20240313,2
U_DESAT_OBRA_008,20240314,2
U_DESAT_OBRA_008,20240315,2
S_DESAT_OBRA_008,20240316,2
D_DESAT_OBRA_008,20240317,2
U_DESAT_OBRA_008,20240318,2
U_DESAT_OBRA_008,20240319,2
U_DESAT_OBRA_008,20240320,2
U_DESAT_OBRA_008,20240321,2
U_DESAT_OBRA_008,20240322,2
S_DESAT_OBRA_008,20240323,2
D_DESAT_OBRA_008,20240324,2
U_DESAT_OBRA_008,20240325,2
U_DESAT_OBRA_008,20240326,2
U_DESAT_OBRA_008,20240327,2
U_DESAT_OBRA_008,20240328,2
U_DESAT_OBRA_008,20240329,2
S_DESAT_OBRA_008,20240330,2
D_DESAT_OBRA_008,20240331,2
U_OBRA_009,20240101,1
U_OBRA_009,20240102,1
U_OBRA_009,20240103,1
U_OBRA_009,20240104,1
U_OBRA_009,20240105,1
S_OBRA_009,20240106,1
D_OBRA_009,20240107,1
U_OBRA_009,20240108,1
U_OBRA_009,20240109,1
U_OBRA_009,20240110,1
U_OBRA_009,20240111,1
U_OBRA_009,20240112,1
S_OBRA_009,20240113,1
D_OBRA_009,20240114,1
U_OBRA_009,20240115,1
U_OBRA_009,20240116,1
U_OBRA_009,20240117,1
U_OBRA_009,20240118,1
U_OBRA_009,20240119,1
S_OBRA_009,20240120,1
D_OBRA_009,20240121,1
U_OBRA_009,20240122,1
U_OBRA_009,20240123,1
U_OBRA_009,20240124,1
U_OBRA_009,20240125,1
U_OBRA_009,20240126,1
S_OBRA_009,20240127,1
D_OBRA_009,20240128,1
U_OBRA_009,20240129,1
U_OBRA_009,20240130,1
U_OBRA_009,20240131,1
U_OBRA_009,20240201,1
U_OBRA_009,20240202,1
S_OBRA_009,20240203,1
D_OBRA_009,20240204,1
U_OBRA_009,20240205,1
U_OBRA_009,20240206,1
U_OBRA_009,20240207,1
U_OBRA_009,20240208,1
U_OBRA_009,20240209,1
S_OBRA_009,20240210,1
D_OBRA_009,20240211,1
D_OBRA_009,20240212,1
U_OBRA_009,20240212,2
D_OBRA_009,20240213,1
U_OBRA_009,20240213,2
U_OBRA_009,20240214,1
U_OBRA_009,20240215,1
U_OBRA_009,20240216,1
S_OBRA_009,20240217,1
D_OBRA_009,20240218,1
U_OBRA_009,20240219,1
U_OBRA_009,20240220,1
U_OBRA_009,20240221,1
U_OBRA_009,20240222,1
U_OBRA_009,20240223,1
S_OBRA_009,20240224,1
D_OBRA_009,20240225,1
U_OBRA_009,20240226,1
U_OBRA_009,20240227,1
U_OBRA_009,20240228,1
U_OBRA_009,20240229,1
U_OBRA_009,20240301,1
S_OBRA_009,20240302,1
D_OBRA_009,20240303,1
U_OBRA_009,20240304,1
U_OBRA_009,20240305,1
U_OBRA_009,20240306,1
U_OBRA_009,20240307,1
U_OBRA_009,20240308,1
S_OBRA_009,20240309,1
D_OBRA_009,20240310,1
U_OBRA_009,20240311,1
U_OBRA_009,20240312,1
U_OBRA_009,20240313,1
U_OBRA_009,20240314,1
U_OBRA_009,20240315,1
S_OBRA_009,20240316,1
D_OBRA_009,20240317,1
U_OBRA_009,20240318,1
U_OBRA_009,20240319,1
U_OBRA_009,20240320,1
U_OBRA_009,20240321,1
U_OBRA_009,20240322,1
S_OBRA_009,20240323,1
D_OBRA_009,20240324,1
U_OBRA_009,20240325,1
U_OBRA_009,20240326,1
U_OBRA_009,20240327,1
U_OBRA_009,20240328,1
U_OBRA_009,20240329,1
S_OBRA_009,20240330,1
D_OBRA_009,20240331,1
U_OBRA_011,20240101,1
U_DESAT_OBRA_011,20240101,2
U_OBRA_011,20240102,1
U_DESAT_OBRA_011,20240102,2
U_OBRA_011,20240103,1
U_DESAT_OBRA_011,20240103,2
U_OBRA_011,20240104,1
U_DESAT_OBRA_011,20240104,2
U_OBRA_011,20240105,1
U_DESAT_OBRA_011,20240105,2
S_OBRA_011,20240106,1
D_OBRA_011,20240107,1
U_OBRA_011,20240108,1
U_DESAT_OBRA_011,20240108,2
U_OBRA_011,20240109,1
U_DESAT_OBRA_011,20240109,2
U_OBRA_011,20240110,1
U_DESAT_OBRA_011,20240110,2
U_OBRA_011,20240111,1
U_DESAT_OBRA_011,20240111,2
U_OBRA_011,20240112,1
U_DESAT_OBRA_011,20240112,2
S_OBRA_011,20240113,1
D_OBRA_011,20240114,1
U_OBRA_011,20240115,1
U_DESAT_OBRA_011,20240115,2
U_OBRA_011,20240116,1
U_DESAT_OBRA_011,20240116,2
U_OBRA_011,20240117,1
U_DESAT_OBRA_011,20240117,2
U_OBRA_011,20240118,1
U_DESAT_OBRA_011,20240118,2
U_OBRA_011,20240119,1
U_DESAT_OBRA_011,20240119,2
S_OBRA_011,20240120,1
D_OBRA_011,20240121,1
U_OBRA_011,20240122,1
U_DESAT_OBRA_011,20240122,2
U_OBRA_011,20240123,1
U_DESAT_OBRA_011,20240123,2
U_OBRA_011,20240124,1
U_DESAT_OBRA_011,20240124,2
U_OBRA_011,20240125,1
U_DESAT_OBRA_011,20240125,2
U_OBRA_011,20240126,1
U_DESAT_OBRA_011,20240126,2
S_OBRA_011,20240127,1
D_OBRA_011,20240128,1
U_OBRA_011,20240129,1
U_DESAT_OBRA_011,20240129,2
U_OBRA_011,20240130,1
U_DESAT_OBRA_011,20240130,2
U_OBRA_011,20240131,1
U_DESAT_OBRA_011,20240131,2
U_OBRA_011,20240201,1
U_DESAT_OBRA_011,20240201,2
U_OBRA_011,20240202,1
U_DESAT_OBRA_011,20240202,2
S_OBRA_011,20240203,1
D_OBRA_011,20240204,1
U_OBRA_011,20240205,1
U_DESAT_OBRA_011,20240205,2
U_OBRA_011,20240206,1
U_DESAT_OBRA_011,20240206,2
U_OBRA_011,20240207,1
U_DESAT_OBRA_011,20240207,2
U_OBRA_011,20240208,1
U_DESAT_OBRA_011,20240208,2
U_OBRA_011,20240209,1
U_DESAT_OBRA_011,20240209,2
S_OBRA_011,20240210,1
D_OBRA_011,20240211,1
D_OBRA_011,20240212,1
U_OBRA_011,20240212,2
U_DESAT_OBRA_011,20240212,2
D_OBRA_011,20240213,1
U_OBRA_011,20240213,2
U_DESAT_OBRA_011,20240213,2
U_OBRA_011,20240214,1
U_DESAT_OBRA_011,20240214,2
U_OBRA_011,20240215,1
U_DESAT_OBRA_011,20240215,2
U_OBRA_011,20240216,1
U_DESAT_OBRA_011,20240216,2
S_OBRA_011,20240217,1
D_OBRA_011,20240218,1
U_OBRA_011,20240219,1
U_DESAT_OBRA_011,20240219,2
U_OBRA_011,20240220,1
U_DESAT_OBRA_011,20240220,2
U_OBRA_011,20240221,1
U_DESAT_OBRA_011,20240221,2
U_OBRA_011,20240222,1
U_DESAT_OBRA_011,20240222,2
U_OBRA_011,20240223,1
U_DESAT_OBRA_011,20240223,2
S_OBRA_011,20240224,1
D_OBRA_011,20240225,1
U_OBRA_011,20240226,1
U_DESAT_OBRA_011,20240226,2
U_OBRA_011,20240227,1
U_DESAT_OBRA_011,20240227,2
U_OBRA_011,20240228,1
U_DESAT_OBRA_011,20240228,2
U_OBRA_011,20240229,1
U_DESAT_OBRA_011,20240229,2
U_OBRA_011,20240301,1
U_DESAT_OBRA_011,20240301,2
S_OBRA_011,20240302,1
D_OBRA_011,20240303,1
U_OBRA_011,20240304,1
U_DESAT_OBRA_011,20240304,2
U_OBRA_011,20240305,1
U_DESAT_OBRA_011,20240305,2
U_OBRA_011,20240306,1
U_DESAT_OBRA_011,20240306,2
U_OBRA_011,20240307,1
U_DESAT_OBRA_011,20240307,2
U_OBRA_011,20240308,1
U_DESAT_OBRA_011,20240308,2
S_OBRA_011,20240309,1
D_OBRA_011,20240310,1
U_OBRA_011,20240311,1
U_DESAT_OBRA_011,20240311,2
U_OBRA_011,20240312,1
U_DESAT_OBRA_011,20240312,2
U_OBRA_011,20240313,1
U_DESAT_OBRA_011,20240313,2
U_OBRA_011,20240314,1
U_DESAT_OBRA_011,20240314,2
U_OBRA_011,20240315,1
U_DESAT_OBRA_011,20240315,2
S_OBRA_011,20240316,1
D_OBRA_011,20240317,1
U_OBRA_011,20240318,1
U_DESAT_OBRA_011,20240318,2
U_OBRA_011,20240319,1
U_DESAT_OBRA_011,20240319,2
U_OBRA_011,20240320,1
U_DESAT_OBRA_011,20240320,2
U_OBRA_011,20240321,1
U_DESAT_OBRA_011,20240321,2
U_OBRA_011,20240322,1
U_DESAT_OBRA_011,20240322,2
S_OBRA_011,20240323,1
D_OBRA_011,20240324,1
U_OBRA_011,20240325,1
U_DESAT_OBRA_011,20240325,2
U_OBRA_011,20240326,1
U_DESAT_OBRA_011,20240326,2
U_OBRA_011,20240327,1
U_DESAT_OBRA_011,20240327,2
U_OBRA_011,20240328,1
U_DESAT_OBRA_011,20240328,2
U_OBRA_011,20240329,1
U_DESAT_OBRA_011,20240329,2
S_OBRA_011,20240330,1
D_OBRA_011,20240331,1
U_OBRA_014,20240101,1
U_OBRA_014,20240102,1
U_OBRA_014,20240103,1
U_OBRA_014,20240104,1
U_OBRA_014,20240105,1
S_OBRA_014,20240106,1
D_OBRA_014,20240107,1
U_OBRA_014,20240108,1
U_OBRA_014,20240109,1
U_OBRA_014,20240110,1
U_OBRA_014,20240111,1
U_OBRA_014,20240112,1
S_OBRA_014,20240113,1
D_OBRA_014,20240114,1
U_OBRA_014,20240115,1
U_OBRA_014,20240116,1
U_OBRA_014,20240117,1
U_OBRA_014,20240118,1
U_OBRA_014,20240119,1
S_OBRA_014,20240120,1
D_OBRA_014,20240121,1
U_OBRA_014,20240122,1
U_OBRA_014,20240123,1
U_OBRA_014,20240124,1
U_OBRA_014,20240125,1
U_OBRA_014,20240126,1
S_OBRA_014,20240127,1
D_OBRA_014,20240128,1
U_OBRA_014,20240129,1
U_OBRA_014,20240130,1
U_OBRA_014,20240131,1
U_OBRA_014,20240201,1
U_OBRA_014,20240202,1
S_OBRA_014,20240203,1
D_OBRA_014,20240204,1
U_OBRA_014,20240205,1
U_OBRA_014,20240206,1
U_OBRA_014,20240207,1
U_OBRA_014,20240208,1
U_OBRA_014,20240209,1
S_OBRA_014,20240210,1
D_OBRA_014,20240211,1
D_OBRA_014,20240212,1
U_OBRA_014,20240212,2
D_OBRA_014,20240213,1
U_OBRA_014,20240213,2
U_OBRA_014,20240214,1
U_OBRA_014,20240215,1
U_OBRA_014,20240216,1
S_OBRA_014,20240217,1
D_OBRA_014,20240218,1
U_OBRA_014,20240219,1
U_OBRA_014,20240220,1
U_OBRA_014,20240221,1
U_OBRA_014,20240222,1
U_OBRA_014,20240223,1
S_OBRA_014,20240224,1
D_OBRA_014,20240225,1
U_OBRA_014,20240226,1
U_OBRA_014,20240227,1
U_OBRA_014,20240228,1
U_OBRA_014,20240229,1
U_OBRA_014,20240301,1
S_OBRA_014,20240302,1
D_OBRA_014,20240303,1
U_OBRA_014,20240304,1
U_OBRA_014,20240305,1
U_OBRA_014,20240306,1
U_OBRA_014,20240307,1
U_OBRA_014,20240308,1
S_OBRA_014,20240309,1
D_OBRA_014,20240310,1
U_OBRA_014,20240311,1
U_OBRA_014,20240312,1
U_OBRA_014,20240313,1
U_OBRA_014,20240314,1
U_OBRA_014,20240315,1
S_OBRA_014,20240316,1
D_OBRA_014,20240317,1
U_OBRA_014,20240318,1
U_OBRA_014,20240319,1
U_OBRA_014,20240320,1
U_OBRA_014,20240321,1
U_OBRA_014,20240322,1
S_OBRA_014,20240323,1
D_OBRA_014,20240324,1
U_OBRA_014,20240325,1
U_OBRA_014,20240326,1
U_OBRA_014,20240327,1
U_OBRA_014,20240328,1
U_OBRA_014,20240329,1
S_OBRA_014,20240330,1
D_OBRA_014,20240331,1
U_OBRA_015,20240101,1
U_OBRA_015,20240102,1
U_OBRA_015,20240103,1
U_OBRA_015,20240104,1
U_OBRA_015,20240105,1
S_OBRA_015,20240106,1
D_OBRA_015,20240107,1
U_OBRA_015,20240108,1
U_OBRA_015,20240109,1
U_OBRA_015,20240110,1
U_OBRA_015,20240111,1
U_OBRA_015,20240112,1
S_OBRA_015,20240113,1
D_OBRA_015,20240114,1
U_OBRA_015,20240115,1
U_OBRA_015,20240116,1
U_OBRA_015,20240117,1
U_OBRA_015,20240118,1
U_OBRA_015,20240119,1
S_OBRA_015,20240120,1
D_OBRA_015,20240121,1
U_OBRA_015,20240122,1
U_OBRA_015,20240123,1
U_OBRA_015,20240124,1
U_OBRA_015,20240125,1
U_OBRA_015,20240126,1
S_OBRA_015,20240127,1
D_OBRA_015,20240128,1
U_OBRA_015,20240129,1
U_OBRA_015,20240130,1
U_OBRA_015,20240131,1
U_OBRA_015,20240201,1
U_OBRA_015,20240202,1
S_OBRA_015,20240203,1
D_OBRA_015,20240204,1
U_OBRA_015,20240205,1
U_OBRA_015,20240206,1
U_OBRA_015,20240207,1
U_OBRA_015,20240208,1
U_OBRA_015,20240209,1
S_OBRA_015,20240210,1
D_OBRA_015,20240211,1
D_OBRA_015,20240212,1
U_OBRA_015,20240212,2
D_OBRA_015,20240213,1
U_OBRA_015,20240213,2
U_OBRA_015,20240214,1
U_OBRA_015,20240215,1
U_OBRA_015,20240216,1
S_OBRA_015,20240217,1
D_OBRA_015,20240218,1
U_OBRA_015,20240219,1
U_OBRA_015,20240220,1
U_OBRA_015,20240221,1
U_OBRA_015,20240222,1
U_OBRA_015,20240223,1
S_OBRA_015,20240224,1
D_OBRA_015,20240225,1
U_OBRA_015,20240226,1
U_OBRA_015,20240227,1
U_OBRA_015,20240228,1
U_OBRA_015,20240229,1
U_OBRA_015,20240301,1
S_OBRA_015,20240302,1
D_OBRA_015,20240303,1
U_OBRA_015,20240304,1
U_OBRA_015,20240305,1
U_OBRA_015,20240306,1
U_OBRA_015,20240307,1
U_OBRA_015,20240308,1
S_OBRA_015,20240309,1
D_OBRA_015,20240310,1
U_OBRA_015,20240311,1
U_OBRA_015,20240312,1
U_OBRA_015,20240313,1
U_OBRA_015,20240314,1
U_OBRA_015,20240315,1
S_OBRA_015,20240316,1
D_OBRA_015,20240317,1
U_OBRA_015,20240318,1
U_OBRA_015,20240319,1
U_OBRA_015,20240320,1
U_OBRA_015,20240321,1
U_OBRA_015,20240322,1
S_OBRA_015,20240323,1
D_OBRA_015,20240324,1
U_OBRA_015,20240325,1
U_OBRA_015,20240326,1
U_OBRA_015,20240327,1
U_OBRA_015,20240328,1
U_OBRA_015,20240329,1
S_OBRA_015,20240330,1
D_OBRA_015,20240331,1
U_OBRA_016,20240101,1
U_OBRA_016,20240102,1
U_OBRA_016,20240103,1
U_OBRA_016,20240104,1
U_OBRA_016,20240105,1
S_OBRA_016,20240106,1
D_OBRA_016,20240107,1
U_OBRA_016,20240108,1
U_OBRA_016,20240109,1
U_OBRA_016,20240110,1
U_OBRA_016,20240111,1
U_OBRA_016,20240112,1
S_OBRA_016,20240113,1
D_OBRA_016,20240114,1
U_OBRA_016,20240115,1
U_OBRA_016,20240116,1
U_OBRA_016,20240117,1
U_OBRA_016,20240118,1
U_OBRA_016,20240119,1
S_OBRA_016,20240120,1
D_OBRA_016,20240121,1
U_OBRA_016,20240122,1
U_OBRA_016,20240123,1
U_OBRA_016,20240124,1
U_OBRA_016,20240125,1
U_OBRA_016,20240126,1
S_OBRA_016,20240127,1
D_OBRA_016,20240128,1
U_OBRA_016,20240129,1
U_OBRA_016,20240130,1
U_OBRA_016,20240131,1
U_OBRA_016,20240201,1
U_OBRA_016,20240202,1
S_OBRA_016,20240203,1
D_OBRA_016,20240204,1
U_OBRA_016,20240205,1
U_OBRA_016,20240206,1
U_OBRA_016,20240207,1
U_OBRA_016,20240208,1
U_OBRA_016,20240209,1
S_OBRA_016,20240210,1
D_OBRA_016,20240211,1
D_OBRA_016,20240212,1
U_OBRA_016,20240212,2
D_OBRA_016,20240213,1
U_OBRA_016,20240213,2
U_OBRA_016,20240214,1
U_OBRA_016,20240215,1
U_OBRA_016,20240216,1
S_OBRA_016,20240217,1
D_OBRA_016,20240218,1
U_OBRA_016,20240219,1
U_OBRA_016,20240220,1
U_OBRA_016,20240221,1
U_OBRA_016,20240222,1
U_OBRA_016,20240223,1
S_OBRA_016,20240224,1
D_OBRA_016,20240225,1
U_OBRA_016,20240226,1
U_OBRA_016,20240227,1
U_OBRA_016,20240228,1
U_OBRA_016,20240229,1
U_OBRA_016,20240301,1
S_OBRA_016,20240302,1
D_OBRA_016,20240303,1
U_OBRA_016,20240304,1
U_OBRA_016,20240305,1
U_OBRA_016,20240306,1
U_OBRA_016,20240307,1
U_OBRA_016,20240308,1
S_OBRA_016,20240309,1
D_OBRA_016,20240310,1
U_OBRA_016,20240311,1
U_OBRA_016,20240312,1
U_OBRA_016,20240313,1
U_OBRA_016,20240314,1
U_OBRA_016,20240315,1
S_OBRA_016,20240316,1
D_OBRA_016,20240317,1
U_OBRA_016,20240318,1
U_OBRA_016,20240319,1
U_OBRA_016,20240320,1
U_OBRA_016,20240321,1
U_OBRA_016,20240322,1
S_OBRA_016,20240323,1
D_OBRA_016,20240324,1
U_OBRA_016,20240325,1
U_OBRA_016,20240326,1
U_OBRA_016,20240327,1
U_OBRA_016,20240328,1
U_OBRA_016,20240329,1
S_OBRA_016,20240330,1
D_OBRA_016,20240331,1
