modo,timestamp_gps,data,hora,id_veiculo,servico,latitude,longitude,flag_em_operacao,flag_em_movimento,tipo_parada,flag_linha_existe_sigmob,flag_trajeto_correto,flag_trajeto_correto_hist,status,velocidade_instantanea,velocidade_estimada_10_min,distancia,versao,min_distance_0,closest_segment_index_0,min_distance_1,closest_segment_index_1,in_route,distance_from_start_0,distance_from_start_1,direction,direction_directly_infered,distance_traveled,cumulative_distance_traveled,time_elapsed,trip
SPPO,2024-03-17 00:22:57,2024-03-17,00:22:57,A71502,409,-22.88931,-43.29281,False,False,,False,False,False,Parado fora trajeto,0,0.0,,4995df90f594bb2fbe3ea815072c74d8a6b3c68a,7621.467929046698,13,7552.657713870069,302,False,1030.2,17942.06,-1,False,0.0,0.0,0.0,0.0
SPPO,2024-03-17 00:52:57,2024-03-17,00:52:57,A71502,409,-22.88931,-43.29281,False,False,,False,False,False,Parado fora trajeto,0,0.0,0.0,4995df90f594bb2fbe3ea815072c74d8a6b3c68a,7621.467929046698,13,7552.657713870069,302,False,1030.2,17942.06,-1,False,0.0,0.0,0.0,0.0
SPPO,2024-03-17 01:22:57,2024-03-17,01:22:57,A71502,409,-22.88931,-43.29281,False,False,,False,False,False,Parado fora trajeto,0,0.0,,4995df90f594bb2fbe3ea815072c74d8a6b3c68a,7621.467929046698,13,7552.657713870069,302,False,1030.2,17942.06,-1,False,0.0,0.0,0.0,0.0
SPPO,2024-03-17 01:52:57,2024-03-17,01:52:57,A71502,409,-22.88931,-43.29281,False,False,,False,False,False,Parado fora trajeto,0,0.0,0.0,4995df90f594bb2fbe3ea815072c74d8a6b3c68a,7621.467929046698,13,7552.657713870069,302,False,1030.2,17942.06,-1,False,0.0,0.0,0.0,0.0
SPPO,2024-03-17 02:22:57,2024-03-17,02:22:57,A71502,409,-22.88931,-43.29281,False,False,,False,False,False,Parado fora trajeto,0,0.0,,4995df90f594bb2fbe3ea815072c74d8a6b3c68a,7621.467929046698,13,7552.657713870069,302,False,1030.2,17942.06,-1,False,0.0,0.0,0.0,0.0
SPPO,2024-03-17 02:52:57,2024-03-17,02:52:57,A71502,409,-22.88931,-43.29281,False,False,,False,False,False,Parado fora trajeto,0,0.0,0.0,4995df90f594bb2fbe3ea815072c74d8a6b3c68a,7621.467929046698,13,7552.657713870069,302,False,1030.2,17942.06,-1,False,0.0,0.0,0.0,0.0
SPPO,2024-03-17 03:22:57,2024-03-17,03:22:57,A71502,409,-22.88931,-43.29281,False,False,,False,False,False,Parado fora trajeto,0,0.0,,4995df90f594bb2fbe3ea815072c74d8a6b3c68a,7621.467929046698,13,7552.657713870069,302,False,1030.2,17942.06,-1,False,0.0,0.0,0.0,0.0
SPPO,2024-03-17 03:52:57,2024-03-17,03:52:57,A71502,409,-22.88931,-43.29281,False,False,,False,False,False,Parado fora trajeto,0,0.0,0.0,4995df90f594bb2fbe3ea815072c74d8a6b3c68a,7621.467929046698,13,7552.657713870069,302,False,1030.2,17942.06,-1,False,0.0,0.0,0.0,0.0
SPPO,2024-03-17 04:11:46,2024-03-17,04:11:46,A71502,409,-22.88931,-43.29281,False,False,,False,False,False,Parado fora trajeto,0,0.0,,4995df90f594bb2fbe3ea815072c74d8a6b3c68a,7621.467929046698,13,7552.657713870069,302,False,1030.2,17942.06,-1,False,0.0,0.0,0.0,0.0
SPPO,2024-03-17 04:12:16,2024-03-17,04:12:16,A71502,409,-22.88926,-43.29284,False,False,garagem,False,False,False,Parado garagem,1,0.4,6.3525839522757455,4995df90f594bb2fbe3ea815072c74d8a6b3c68a,7627.421744656744,13,7558.501941976109,302,False,1030.2,17942.06,-1,False,0.0,0.0,0.0,0.0
SPPO,2024-03-17 04:12:46,2024-03-17,04:12:46,A71502,409,-22.88923,-43.29289,False,False,garagem,False,False,False,Parado garagem,0,0.5,6.112487605458544,4995df90f594bb2fbe3ea815072c74d8a6b3c68a,7633.780513062598,13,7564.867643437987,302,False,1030.2,17942.06,-1,False,0.0,0.0,0.0,0.0
SPPO,2024-03-17 04:13:16,2024-03-17,04:13:16,A71502,409,-22.88923,-43.29289,False,False,garagem,False,False,False,Parado garagem,0,0.4,0.0,4995df90f594bb2fbe3ea815072c74d8a6b3c68a,7633.780513062598,13,7564.867643437987,302,False,1030.2,17942.06,-1,False,0.0,0.0,0.0,0.0
SPPO,2024-03-17 04:13:17,2024-03-17,04:13:17,A71502,409,-22.88923,-43.29289,False,False,garagem,False,False,False,Parado garagem,0,0.3,0.0,4995df90f594bb2fbe3ea815072c74d8a6b3c68a,7633.780513062598,13,7564.867643437987,302,False,1030.2,17942.06,-1,False,0.0,0.0,0.0,0.0
